id,type,gender,skin tone,count,accessories,accessories,accessories,accessories,accessories,accessories,accessories
1728,Urban,Masculine,Light,3,Frown,Mohawk Thin,Small Shades,,,,
1729,Urban,Masculine,Light,3,Luxurious Beard,Gold Chain,Nerd Glasses,,,,
1730,Urban,Feminine,Dark,2,Green Eye Shadow,Pink With Hat,,,,,
1731,Urban,Masculine,Light,2,Cap Forward,Eye Patch,,,,,
1732,Urban,Masculine,Light,3,Police Cap,Earring,3D Glasses,,,,
1733,Urban,Feminine,Dark,2,Mohawk Thin,Regular Shades,,,,,
1734,Urban,Feminine,Balanced,3,Black Lipstick,Clown Eyes Green,Mohawk Thin,,,,
1735,Urban,Feminine,Dark,2,Earring,Mohawk Dark,,,,,
1736,Urban,Feminine,Dark,2,Black Lipstick,Straight Hair Dark,,,,,
1737,Urban,Masculine,Balanced,2,VR,Mohawk,,,,,
1738,Urban,Feminine,Light,2,Purple Lipstick,Blonde Bob,,,,,
1739,Urban,Masculine,Light,2,VR,Shaved Head,,,,,
1740,Urban,Feminine,Light,2,Bandana,Hot Lipstick,,,,,
1741,Urban,Masculine,Balanced,1,Big Shades,,,,,,
1742,Urban,Feminine,Light,2,Big Shades,Stringy Hair,,,,,
1743,Urban,Masculine,Dark,2,Big Shades,Wild Hair,,,,,
1744,Urban,Feminine,Dark,3,Clown Nose,Big Shades,Straight Hair Dark,,,,
1745,Urban,Masculine,Balanced,2,Do-rag,3D Glasses,,,,,
1746,Urban,Feminine,Pale,3,Green Eye Shadow,Dark Hair,Earring,,,,
1747,Urban,Feminine,Balanced,2,Mohawk,Clown Eyes Green,,,,,
1748,Undead,Masculine,,3,Front Beard,Frown,Knitted Cap,,,,
1749,Urban,Feminine,Light,3,Hot Lipstick,Blonde Bob,Nerd Glasses,,,,
1750,Urban,Feminine,Light,3,Eye Mask,Wild Blonde,Purple Lipstick,,,,
1751,Urban,Feminine,Dark,2,Horned Rim Glasses,Pigtails,,,,,
1752,Urban,Feminine,Dark,3,Black Lipstick,Half Shaved,Earring,,,,
1753,Urban,Masculine,Dark,2,Frumpy Hair,Spots,,,,,
1754,Urban,Feminine,Light,2,Mohawk,Clown Eyes Green,,,,,
1755,Urban,Masculine,Balanced,3,Gold Chain,Crazy Hair,VR,,,,
1756,Urban,Masculine,Pale,3,Cigarette,Front Beard,Knitted Cap,,,,
1757,Urban,Masculine,Light,2,Nerd Glasses,Shaved Head,,,,,
1758,Urban,Feminine,Balanced,3,Mohawk,Regular Shades,Earring,,,,
1759,Urban,Feminine,Balanced,2,Pilot Helmet,Hot Lipstick,,,,,
1760,Urban,Masculine,Balanced,3,Cigarette,Cap,Nerd Glasses,,,,
1761,Urban,Feminine,Light,2,Blue Eye Shadow,Half Shaved,,,,,
1762,Urban,Masculine,Balanced,4,Frumpy Hair,Earring,Rosy Cheeks,Small Shades,,,
1763,Urban,Masculine,Light,3,Muttonchops,Purple Hair,Regular Shades,,,,
1764,Urban,Masculine,Dark,3,Frumpy Hair,Big Shades,Earring,,,,
1765,Urban,Feminine,Dark,2,Purple Eye Shadow,Clown Hair Green,,,,,
1766,Urban,Feminine,Dark,2,Straight Hair Blonde,Clown Eyes Blue,,,,,
1767,Urban,Masculine,Balanced,2,Bandana,Front Beard Dark,,,,,
1768,Urban,Feminine,Dark,3,Black Lipstick,Crazy Hair,3D Glasses,,,,
1769,Urban,Masculine,Light,2,Cap Forward,Mustache,,,,,
1770,Urban,Masculine,Light,3,Frumpy Hair,Smile,Regular Shades,,,,
1771,Urban,Masculine,Pale,3,Cigarette,Cap,Earring,,,,
1772,Urban,Feminine,Dark,2,Blue Eye Shadow,Messy Hair,,,,,
1773,Urban,Masculine,Dark,3,Vampire Hair,Muttonchops,Eye Patch,,,,
1774,Urban,Masculine,Balanced,2,Nerd Glasses,Knitted Cap,,,,,
1775,Urban,Feminine,Balanced,3,Tiara,Purple Eye Shadow,Earring,,,,
1776,Urban,Feminine,Pale,2,Mohawk Thin,Hot Lipstick,,,,,
1777,Urban,Masculine,Dark,2,Vampire Hair,Gold Chain,,,,,
1778,Urban,Masculine,Balanced,2,Muttonchops,Do-rag,,,,,
1779,Urban,Feminine,Dark,3,Cap,Clown Eyes Green,Purple Lipstick,,,,
1780,Urban,Feminine,Balanced,2,Wild White Hair,Horned Rim Glasses,,,,,
1781,Urban,Masculine,Dark,2,Normal Beard,Headband,,,,,
1782,Urban,Masculine,Light,3,Handlebars,Earring,Cowboy Hat,,,,
1783,Urban,Feminine,Dark,1,Mohawk Thin,,,,,,
1784,Urban,Masculine,Dark,3,Classic Shades,Crazy Hair,Medical Mask,,,,
1785,Urban,Masculine,Dark,2,Wild Hair,Earring,,,,,
1786,Urban,Feminine,Dark,2,Classic Shades,Wild Hair,,,,,
1787,Urban,Masculine,Dark,2,Bandana,Small Shades,,,,,
1788,Urban,Masculine,Balanced,3,Classic Shades,Earring,Mohawk,,,,
1789,Urban,Feminine,Dark,2,Purple Eye Shadow,Blonde Short,,,,,
1790,Urban,Masculine,Pale,3,Horned Rim Glasses,Headband,Mole,,,,
1791,Urban,Masculine,Dark,2,Classic Shades,Mole,,,,,
1792,Urban,Masculine,Light,3,Normal Beard Black,Mohawk Thin,Earring,,,,
1793,Urban,Feminine,Balanced,2,Mohawk Thin,Rosy Cheeks,,,,,
1794,Urban,Masculine,Pale,3,Frown,Wild Hair,Earring,,,,
1795,Urban,Feminine,Balanced,4,Messy Hair,Horned Rim Glasses,Hot Lipstick,Rosy Cheeks,,,
1796,Urban,Feminine,Light,3,Black Lipstick,Bandana,Rosy Cheeks,,,,
1797,Urban,Masculine,Light,4,Muttonchops,Vape,Classic Shades,Mohawk,,,
1798,Urban,Masculine,Balanced,3,Cap Forward,Earring,Medical Mask,,,,
1799,Urban,Feminine,Dark,3,Black Lipstick,Classic Shades,Half Shaved,,,,
1800,Urban,Feminine,Balanced,4,Mole,Blue Eye Shadow,Stringy Hair,Purple Lipstick,,,
1801,Urban,Feminine,Dark,2,Spots,Crazy Hair,,,,,
1802,Urban,Masculine,Dark,4,Cigarette,Fedora,Nerd Glasses,Big Beard,,,
1803,Urban,Feminine,Light,3,Hot Lipstick,Frumpy Hair,Nerd Glasses,,,,
1804,Urban,Feminine,Dark,2,Mole,Messy Hair,,,,,
1805,Urban,Masculine,Balanced,2,Do-rag,Regular Shades,,,,,
1806,Urban,Feminine,Dark,3,Eye Patch,Hot Lipstick,Dark Hair,,,,
1807,Urban,Feminine,Dark,2,Messy Hair,Purple Eye Shadow,,,,,
1808,Urban,Masculine,Balanced,3,Front Beard,Messy Hair,Earring,,,,
1809,Urban,Masculine,Balanced,3,Cigarette,Cap,Mustache,,,,
1810,Urban,Masculine,Balanced,2,Big Shades,Wild Hair,,,,,
1811,Urban,Masculine,Dark,2,Vampire Hair,Pipe,,,,,
1812,Urban,Masculine,Balanced,4,Earring,Nerd Glasses,Normal Beard,Headband,,,
1813,Urban,Feminine,Light,3,Black Lipstick,Classic Shades,Mohawk Dark,,,,
1814,Urban,Masculine,Dark,2,Muttonchops,Knitted Cap,,,,,
1815,Urban,Feminine,Light,2,Mohawk,Green Eye Shadow,,,,,
1816,Urban,Feminine,Light,2,Blonde Short,Cigarette,,,,,
1817,Urban,Feminine,Pale,3,Crazy Hair,Purple Lipstick,Earring,,,,
1818,Urban,Feminine,Light,2,Mole,Blonde Short,,,,,
1819,Urban,Masculine,Pale,4,Police Cap,Classic Shades,Earring,Big Beard,,,
1820,Urban,Masculine,Dark,3,Messy Hair,Eye Mask,Big Beard,,,,
1821,Urban,Feminine,Balanced,1,Welding Goggles,,,,,,
1822,Urban,Masculine,Light,3,Normal Beard Black,Cap,Small Shades,,,,
1823,Urban,Masculine,Balanced,3,Earring,Goat,Shaved Head,,,,
1824,Urban,Masculine,Dark,2,Normal Beard,Knitted Cap,,,,,
1825,Urban,Masculine,Light,2,Police Cap,Muttonchops,,,,,
1826,Urban,Feminine,Dark,3,Clown Nose,Horned Rim Glasses,Frumpy Hair,,,,
1827,Urban,Feminine,Light,2,Green Eye Shadow,Mohawk Thin,,,,,
1828,Urban,Feminine,Dark,3,Black Lipstick,Earring,Blonde Bob,,,,
1829,Urban,Feminine,Dark,2,Classic Shades,Mohawk Dark,,,,,
1830,Urban,Masculine,Light,3,Front Beard Dark,Earring,Knitted Cap,,,,
1831,Urban,Masculine,Balanced,4,Bandana,Horned Rim Glasses,Medical Mask,Big Beard,,,
1832,Urban,Masculine,Light,2,Messy Hair,Horned Rim Glasses,,,,,
1833,Urban,Masculine,Light,3,Frumpy Hair,Handlebars,Nerd Glasses,,,,
1834,Urban,Masculine,Balanced,3,Cap,Earring,Mole,,,,
1835,Urban,Feminine,Light,3,Blue Eye Shadow,Hot Lipstick,Frumpy Hair,,,,
1836,Urban,Masculine,Dark,2,Cap Forward,Horned Rim Glasses,,,,,
1837,Urban,Feminine,Balanced,2,Black Lipstick,Crazy Hair,,,,,
1838,Urban,Feminine,Light,2,Mohawk Thin,Cigarette,,,,,
1839,Urban,Masculine,Light,6,Cigarette,Mustache,Earring,Nerd Glasses,Knitted Cap,Smile,
1840,Urban,Masculine,Dark,3,Cigarette,Earring,Mohawk Dark,,,,
1841,Urban,Feminine,Light,3,Black Lipstick,Green Eye Shadow,Mohawk Thin,,,,
1842,Urban,Masculine,Balanced,2,Bandana,Eye Patch,,,,,
1843,Urban,Masculine,Pale,3,Luxurious Beard,Wild Hair,Earring,,,,
1844,Urban,Feminine,Dark,2,Blonde Short,Regular Shades,,,,,
1845,Urban,Masculine,Dark,2,Regular Shades,Mohawk Dark,,,,,
1846,Urban,Masculine,Light,2,Luxurious Beard,Cowboy Hat,,,,,
1847,Urban,Feminine,Light,3,Black Lipstick,Mohawk,Earring,,,,
1848,Urban,Masculine,Light,2,Stringy Hair,Clown Eyes Blue,,,,,
1849,Urban,Feminine,Balanced,3,Black Lipstick,Green Eye Shadow,Dark Hair,,,,
1850,Urban,Feminine,Dark,2,Black Lipstick,Wild Blonde,,,,,
1851,Urban,Masculine,Balanced,4,Eye Mask,Frown,Handlebars,Purple Hair,,,
1852,Urban,Masculine,Balanced,2,Earring,Mohawk Dark,,,,,
1853,Urban,Masculine,Balanced,3,Cap Forward,Front Beard Dark,Earring,,,,
1854,Urban,Feminine,Pale,4,Blonde Short,Welding Goggles,Hot Lipstick,Earring,,,
1855,Urban,Feminine,Light,2,Bandana,Earring,,,,,
1856,Urban,Feminine,Light,3,Horned Rim Glasses,Mohawk Thin,Earring,,,,
1857,Urban,Feminine,Dark,3,Eye Mask,Black Lipstick,Straight Hair Dark,,,,
1858,Urban,Masculine,Dark,2,Stringy Hair,Big Shades,,,,,
1859,Urban,Feminine,Balanced,2,Purple Eye Shadow,Crazy Hair,,,,,
1860,Urban,Feminine,Light,2,Wild White Hair,Purple Eye Shadow,,,,,
1861,Urban,Feminine,Balanced,3,Blue Eye Shadow,Messy Hair,Earring,,,,
1862,Urban,Masculine,Dark,2,Messy Hair,Eye Patch,,,,,
1863,Urban,Masculine,Balanced,4,Front Beard Dark,Earring,Shaved Head,Eye Patch,,,
1864,Urban,Masculine,Balanced,3,Clown Eyes Blue,Clown Hair Green,Mole,,,,
1865,Urban,Feminine,Dark,2,Blonde Short,Welding Goggles,,,,,
1866,Urban,Feminine,Dark,2,Purple Lipstick,Blonde Bob,,,,,
1867,Urban,Masculine,Dark,3,Messy Hair,Muttonchops,Regular Shades,,,,
1868,Urban,Feminine,Dark,2,Blue Eye Shadow,Headband,,,,,
1869,Urban,Feminine,Light,2,Wild Blonde,VR,,,,,
1870,Urban,Feminine,Light,2,Knitted Cap,Medical Mask,,,,,
1871,Urban,Masculine,Dark,2,Headband,Smile,,,,,
1872,Urban,Feminine,Balanced,2,Regular Shades,Half Shaved,,,,,
1873,Urban,Feminine,Pale,2,Straight Hair Dark,Cigarette,,,,,
1874,Urban,Masculine,Balanced,3,Muttonchops,Earring,Headband,,,,
1875,Urban,Feminine,Dark,2,Straight Hair Blonde,Hot Lipstick,,,,,
1876,Urban,Feminine,Balanced,3,Clown Eyes Green,Hot Lipstick,Wild Blonde,,,,
1877,Urban,Feminine,Light,3,Knitted Cap,Purple Eye Shadow,Earring,,,,
1878,Urban,Masculine,Dark,4,Hoodie,Big Shades,Vape,Earring,,,
1879,Urban,Masculine,Balanced,4,Frumpy Hair,Earring,Nerd Glasses,Normal Beard,,,
1880,Urban,Masculine,Light,2,Fedora,Small Shades,,,,,
1881,Urban,Feminine,Dark,3,Mole,Purple Lipstick,Straight Hair Dark,,,,
1882,Urban,Masculine,Balanced,2,Muttonchops,Wild Hair,,,,,
1883,Urban,Feminine,Dark,1,Purple Lipstick,,,,,,
1884,Urban,Masculine,Pale,3,Peak Spike,Chinstrap,Silver Chain,,,,
1885,Urban,Feminine,Light,2,Tassle Hat,Green Eye Shadow,,,,,
1886,Undead,Masculine,,2,Messy Hair,Shadow Beard,,,,,
1887,Urban,Masculine,Light,2,Police Cap,Nerd Glasses,,,,,
1888,Urban,Feminine,Balanced,2,Wild Blonde,Earring,,,,,
1889,Urban,Masculine,Balanced,2,Luxurious Beard,Peak Spike,,,,,
1890,Urban,Masculine,Light,4,Cigarette,Front Beard Dark,Earring,Knitted Cap,,,
1891,Urban,Masculine,Balanced,2,Cigarette,Police Cap,,,,,
1892,Urban,Feminine,Pale,1,Cap,,,,,,
1893,Urban,Feminine,Balanced,3,Hot Lipstick,Stringy Hair,Clown Eyes Blue,,,,
1894,Urban,Masculine,Balanced,2,Stringy Hair,Eye Mask,,,,,
1895,Urban,Feminine,Dark,3,Black Lipstick,Bandana,Horned Rim Glasses,,,,
1896,Urban,Masculine,Balanced,2,Cap,Nerd Glasses,,,,,
1897,Urban,Masculine,Balanced,3,Goat,VR,Mohawk Dark,,,,
1898,Urban,Masculine,Light,3,Front Beard Dark,Earring,Headband,,,,
1899,Urban,Masculine,Balanced,2,Frumpy Hair,Normal Beard Black,,,,,
1900,Urban,Feminine,Balanced,3,Mole,Black Lipstick,Mohawk Dark,,,,
1901,Urban,Masculine,Light,3,Mustache,Headband,Regular Shades,,,,
1902,Urban,Feminine,Light,2,Bandana,Purple Lipstick,,,,,
1903,Urban,Masculine,Balanced,1,Beanie,,,,,,
1904,Urban,Masculine,Balanced,2,Cigarette,Frumpy Hair,,,,,
1905,Urban,Masculine,Light,2,Frumpy Hair,Horned Rim Glasses,,,,,
1906,Urban,Feminine,Light,2,Purple Eye Shadow,Straight Hair Blonde,,,,,
1907,Urban,Feminine,Light,3,Blue Eye Shadow,Dark Hair,Purple Lipstick,,,,
1908,Urban,Masculine,Pale,2,Horned Rim Glasses,Headband,,,,,
1909,Urban,Masculine,Balanced,3,Bandana,Big Shades,Goat,,,,
1910,Urban,Feminine,Balanced,4,Mole,Purple Eye Shadow,Crazy Hair,Earring,,,
1911,Urban,Feminine,Pale,3,Orange Side,Green Eye Shadow,Cigarette,,,,
1912,Urban,Masculine,Dark,3,Peak Spike,Frown,Classic Shades,,,,
1913,Urban,Feminine,Dark,3,Straight Hair,Hot Lipstick,Earring,,,,
1914,Urban,Feminine,Balanced,4,Gold Chain,Hot Lipstick,Frumpy Hair,Classic Shades,,,
1915,Urban,Feminine,Dark,2,Black Lipstick,Mohawk,,,,,
1916,Urban,Masculine,Balanced,2,Normal Beard Black,Do-rag,,,,,
1917,Urban,Feminine,Balanced,2,Purple Eye Shadow,Frumpy Hair,,,,,
1918,Urban,Feminine,Balanced,3,Hot Lipstick,Earring,Blonde Bob,,,,
1919,Urban,Masculine,Dark,2,Peak Spike,Frown,,,,,
1920,Urban,Masculine,Pale,3,Earring,Goat,Mohawk Dark,,,,
1921,Urban,Masculine,Dark,4,Cap,Earring,Clown Eyes Green,Mole,,,
1922,Urban,Masculine,Pale,2,Knitted Cap,VR,,,,,
1923,Urban,Masculine,Balanced,3,Wild Hair,Vape,Goat,,,,
1924,Urban,Feminine,Light,2,Blue Eye Shadow,Dark Hair,,,,,
1925,Urban,Masculine,Light,2,Hoodie,Classic Shades,,,,,
1926,Urban,Feminine,Dark,2,Blonde Short,Hot Lipstick,,,,,
1927,Urban,Masculine,Light,2,Mohawk Thin,Muttonchops,,,,,
1928,Urban,Masculine,Light,2,Crazy Hair,Clown Eyes Green,,,,,
1929,Urban,Masculine,Light,2,Police Cap,Front Beard Dark,,,,,
1930,Urban,Feminine,Light,2,Crazy Hair,Clown Eyes Blue,,,,,
1931,Urban,Feminine,Light,2,Pilot Helmet,Earring,,,,,
1932,Urban,Masculine,Balanced,4,Big Shades,Muttonchops,Wild Hair,Earring,,,
1933,Urban,Masculine,Balanced,2,Knitted Cap,Eye Patch,,,,,
1934,Urban,Masculine,Balanced,3,Fedora,Normal Beard,Small Shades,,,,
1935,Undead,Masculine,,2,Earring,Shaved Head,,,,,
1936,Urban,Feminine,Dark,2,Hot Lipstick,Half Shaved,,,,,
1937,Urban,Feminine,Balanced,4,Blue Eye Shadow,Straight Hair,Purple Lipstick,Earring,,,
1938,Urban,Masculine,Light,3,Vampire Hair,Muttonchops,Earring,,,,
1939,Urban,Feminine,Dark,2,Pipe,Bandana,,,,,
1940,Urban,Feminine,Light,3,Knitted Cap,Black Lipstick,Green Eye Shadow,,,,
1941,Urban,Masculine,Balanced,3,Luxurious Beard,Wild Hair,Earring,,,,
1942,Urban,Masculine,Dark,2,Bandana,Chinstrap,,,,,
1943,Urban,Masculine,Light,2,Front Beard Dark,Knitted Cap,,,,,
1944,Urban,Feminine,Balanced,2,Wild Hair,Cigarette,,,,,
1945,Urban,Masculine,Balanced,3,Messy Hair,Classic Shades,Earring,,,,
1946,Urban,Masculine,Light,2,Hoodie,Eye Patch,,,,,
1947,Urban,Masculine,Dark,2,Muttonchops,Shaved Head,,,,,
1948,Urban,Masculine,Dark,4,Shadow Beard,Classic Shades,Earring,Mohawk Dark,,,
1949,Urban,Feminine,Light,3,Vape,Big Shades,Hot Lipstick,,,,
1950,Urban,Masculine,Dark,2,Cigarette,Shaved Head,,,,,
1951,Urban,Feminine,Balanced,3,Half Shaved,VR,Earring,,,,
1952,Urban,Feminine,Dark,3,Clown Eyes Green,Pigtails,Purple Lipstick,,,,
1953,Urban,Feminine,Light,1,Purple Lipstick,,,,,,
1954,Urban,Masculine,Dark,3,Buck Teeth,Muttonchops,Wild Hair,,,,
1955,Urban,Masculine,Balanced,4,Chinstrap,Earring,Knitted Cap,Medical Mask,,,
1956,Urban,Feminine,Light,2,Wild Blonde,Clown Eyes Blue,,,,,
1957,Urban,Masculine,Light,2,3D Glasses,Mohawk Dark,,,,,
1958,Urban,Feminine,Balanced,2,Blonde Short,Hot Lipstick,,,,,
1959,Urban,Feminine,Balanced,2,Big Shades,Wild Blonde,,,,,
1960,Urban,Masculine,Dark,2,Cap,Earring,,,,,
1961,Urban,Masculine,Light,3,Front Beard Dark,Earring,Crazy Hair,,,,
1962,Urban,Feminine,Dark,3,Green Eye Shadow,Headband,Earring,,,,
1963,Urban,Feminine,Balanced,1,Medical Mask,,,,,,
1964,Urban,Masculine,Light,1,Big Beard,,,,,,
1965,Urban,Masculine,Light,3,Earring,Mohawk,Clown Eyes Green,,,,
1966,Urban,Masculine,Pale,2,Stringy Hair,Normal Beard Black,,,,,
1967,Urban,Feminine,Balanced,3,Black Lipstick,Choker,Wild Hair,,,,
1968,Urban,Masculine,Dark,5,Earring,Regular Shades,Big Beard,Mohawk Dark,Mole,,
1969,Urban,Masculine,Balanced,2,Messy Hair,Horned Rim Glasses,,,,,
1970,Urban,Masculine,Light,2,Goat,Crazy Hair,,,,,
1971,Urban,Feminine,Dark,3,Green Eye Shadow,Hot Lipstick,Dark Hair,,,,
1972,Urban,Feminine,Dark,2,Choker,Half Shaved,,,,,
1973,Urban,Masculine,Balanced,2,Cigarette,Horned Rim Glasses,,,,,
1974,Urban,Feminine,Light,4,Red Mohawk,Black Lipstick,Earring,Nerd Glasses,,,
1975,Urban,Masculine,Balanced,3,Front Beard Dark,Do-rag,Clown Eyes Green,,,,
1976,Urban,Masculine,Balanced,2,Frumpy Hair,Small Shades,,,,,
1977,Urban,Feminine,Balanced,2,Mohawk,Green Eye Shadow,,,,,
1978,Urban,Masculine,Dark,3,Chinstrap,Crazy Hair,Eye Patch,,,,
1979,Urban,Feminine,Balanced,2,Red Mohawk,Gold Chain,,,,,
1980,Urban,Feminine,Light,2,Regular Shades,Blonde Bob,,,,,
1981,Urban,Masculine,Light,2,Frumpy Hair,Nerd Glasses,,,,,
1982,Urban,Feminine,Light,3,Green Eye Shadow,Hot Lipstick,Straight Hair Dark,,,,
1983,Urban,Masculine,Light,3,Normal Beard Black,Cap Forward,Earring,,,,
1984,Urban,Feminine,Balanced,4,Black Lipstick,Straight Hair,Earring,Cigarette,,,
1985,Urban,Feminine,Balanced,3,Blonde Short,Hot Lipstick,Clown Eyes Blue,,,,
1986,Urban,Feminine,Balanced,3,Wild Blonde,Earring,Clown Eyes Blue,,,,
1987,Urban,Masculine,Balanced,3,Stringy Hair,Front Beard Dark,Regular Shades,,,,
1988,Urban,Feminine,Light,3,Bandana,Clown Eyes Green,Purple Lipstick,,,,
1989,Urban,Masculine,Balanced,2,Crazy Hair,Small Shades,,,,,
1990,Urban,Feminine,Balanced,4,Tassle Hat,Blue Eye Shadow,Purple Lipstick,Earring,,,
1991,Urban,Masculine,Light,3,Fedora,Normal Beard,Regular Shades,,,,
1992,Urban,Masculine,Light,2,Frumpy Hair,Regular Shades,,,,,
1993,Urban,Masculine,Pale,2,Luxurious Beard,Crazy Hair,,,,,
1994,Urban,Feminine,Balanced,2,Classic Shades,Blonde Bob,,,,,
1995,Urban,Masculine,Light,3,Front Beard,Cap,Mole,,,,
1996,Urban,Feminine,Balanced,2,Pipe,Dark Hair,,,,,
1997,Urban,Masculine,Balanced,3,Cigarette,Frumpy Hair,Clown Nose,,,,
1998,Urban,Masculine,Light,3,Big Shades,Earring,Shaved Head,,,,
1999,Urban,Masculine,Light,2,Front Beard,Cowboy Hat,,,,,
2000,Urban,Feminine,Light,3,Big Shades,Tiara,Earring,,,,
2001,Urban,Feminine,Balanced,3,Stringy Hair,Purple Lipstick,Earring,,,,
2002,Urban,Masculine,Pale,2,Messy Hair,Shadow Beard,,,,,
2003,Urban,Masculine,Dark,2,Horned Rim Glasses,Headband,,,,,
2004,Urban,Masculine,Balanced,3,Frumpy Hair,Handlebars,Eye Patch,,,,
2005,Urban,Masculine,Dark,2,Horned Rim Glasses,Knitted Cap,,,,,
2006,Urban,Masculine,Dark,4,Cigarette,Front Beard Dark,Earring,Crazy Hair,,,
2007,Urban,Feminine,Dark,2,Hot Lipstick,Blonde Bob,,,,,
2008,Urban,Feminine,Light,2,Red Mohawk,Earring,,,,,
2009,Urban,Masculine,Light,3,Police Cap,Earring,Normal Beard,,,,
2010,Urban,Masculine,Balanced,3,Front Beard Dark,Purple Hair,Classic Shades,,,,
2011,Urban,Masculine,Dark,3,Cap Forward,Muttonchops,Nerd Glasses,,,,
2012,Urban,Feminine,Light,3,Hot Lipstick,Frumpy Hair,Cigarette,,,,
2013,Urban,Feminine,Pale,1,Mohawk Dark,,,,,,
2014,Urban,Feminine,Light,3,Tassle Hat,Green Eye Shadow,Hot Lipstick,,,,
2015,Urban,Feminine,Dark,3,Pink With Hat,Earring,Nerd Glasses,,,,
2016,Urban,Feminine,Balanced,2,Pigtails,Earring,,,,,
2017,Urban,Feminine,Light,2,Mole,Messy Hair,,,,,
2018,Urban,Feminine,Dark,3,Vape,Blonde Bob,Clown Eyes Blue,,,,
2019,Urban,Feminine,Light,2,Clown Eyes Green,Mohawk Dark,,,,,
2020,Urban,Masculine,Light,2,Classic Shades,Cowboy Hat,,,,,
2021,Urban,Masculine,Balanced,2,Bandana,Nerd Glasses,,,,,
2022,Urban,Feminine,Light,2,Green Eye Shadow,Straight Hair,,,,,
2023,Urban,Feminine,Balanced,3,Mole,Messy Hair,Green Eye Shadow,,,,
2024,Urban,Masculine,Light,3,Nerd Glasses,Goat,Knitted Cap,,,,
2025,Urban,Masculine,Dark,2,Small Shades,Mohawk Dark,,,,,
2026,Urban,Masculine,Light,3,Cigarette,Peak Spike,Horned Rim Glasses,,,,
2027,Urban,Masculine,Dark,2,Knitted Cap,3D Glasses,,,,,
2028,Urban,Masculine,Balanced,3,Front Beard Dark,Earring,Crazy Hair,,,,
2029,Urban,Masculine,Pale,2,Horned Rim Glasses,Cowboy Hat,,,,,
2030,Urban,Feminine,Balanced,3,Crazy Hair,Earring,3D Glasses,,,,
2031,Urban,Masculine,Balanced,3,Cigarette,Wild Hair,Small Shades,,,,
2032,Urban,Masculine,Dark,4,Frumpy Hair,Frown,Shadow Beard,Earring,,,
2033,Urban,Feminine,Dark,5,Mole,Gold Chain,Purple Lipstick,Clown Eyes Blue,Straight Hair Dark,,
2034,Urban,Feminine,Dark,2,Wild White Hair,Purple Eye Shadow,,,,,
2035,Urban,Masculine,Light,3,Cap,Shadow Beard,VR,,,,
2036,Urban,Masculine,Dark,3,Cigarette,Handlebars,Shaved Head,,,,
2037,Urban,Feminine,Balanced,3,Mole,Hot Lipstick,Frumpy Hair,,,,
2038,Urban,Masculine,Dark,3,Cap Forward,Earring,Mole,,,,
2039,Urban,Feminine,Pale,3,Green Eye Shadow,Stringy Hair,Purple Lipstick,,,,
2040,Urban,Masculine,Light,2,Headband,Mole,,,,,
2041,Urban,Feminine,Light,1,Cigarette,,,,,,
2042,Urban,Masculine,Balanced,2,Crazy Hair,3D Glasses,,,,,
2043,Urban,Masculine,Light,2,Stringy Hair,Front Beard Dark,,,,,
2044,Urban,Masculine,Dark,2,Handlebars,Police Cap,,,,,
2045,Urban,Masculine,Balanced,3,Front Beard,Wild Hair,Regular Shades,,,,
2046,Urban,Feminine,Dark,3,Earring,Clown Eyes Blue,Straight Hair Dark,,,,
2047,Urban,Feminine,Light,2,Mole,Half Shaved,,,,,
2048,Urban,Masculine,Balanced,3,Hoodie,Front Beard Dark,VR,,,,
2049,Urban,Masculine,Dark,5,Chinstrap,Earring,Pipe,VR,Do-rag,,
2050,Urban,Masculine,Dark,4,Front Beard Dark,Earring,Do-rag,Regular Shades,,,
2051,Urban,Masculine,Dark,2,Front Beard,Hoodie,,,,,
2052,Urban,Feminine,Light,1,Cap,,,,,,
2053,Urban,Feminine,Light,2,Big Shades,Mohawk,,,,,
2054,Urban,Feminine,Light,4,Clown Nose,Pipe,Clown Eyes Green,Straight Hair Blonde,,,
2055,Urban,Masculine,Light,2,Eye Mask,Peak Spike,,,,,
2056,Urban,Masculine,Dark,3,Cigarette,Shaved Head,Regular Shades,,,,
2057,Urban,Masculine,Dark,2,Normal Beard Black,Wild Hair,,,,,
2058,Urban,Masculine,Balanced,3,Purple Hair,Earring,Goat,,,,
2059,Urban,Masculine,Balanced,3,Earring,Eye Patch,Mohawk Dark,,,,
2060,Urban,Masculine,Dark,2,Muttonchops,Purple Hair,,,,,
2061,Urban,Masculine,Balanced,2,Cap Forward,Normal Beard,,,,,
2062,Urban,Feminine,Dark,3,Mohawk Thin,Purple Lipstick,Nerd Glasses,,,,
2063,Urban,Masculine,Pale,3,Peak Spike,Front Beard Dark,Earring,,,,
2064,Urban,Masculine,Pale,3,Front Beard Dark,Shaved Head,Small Shades,,,,
2065,Urban,Feminine,Balanced,3,Horned Rim Glasses,Hot Lipstick,Dark Hair,,,,
2066,Undead,Masculine,,1,Knitted Cap,,,,,,
2067,Urban,Feminine,Light,2,Black Lipstick,Crazy Hair,,,,,
2068,Urban,Feminine,Light,3,Tassle Hat,Regular Shades,Purple Lipstick,,,,
2069,Urban,Feminine,Balanced,3,Green Eye Shadow,Hot Lipstick,Frumpy Hair,,,,
2070,Urban,Masculine,Dark,2,Cigarette,Headband,,,,,
